word,level,encoded_level
run out,B1,2
runaway,B1,2
runner,B2,3
running,B1,2
runway,B1,2
rupture,C2,5
rural,B2,3
rush,B1,2
rush hour,B2,3
russia,C2,5
russian,A2,1
rustle,C1,4
rusty,B2,3
ruthless,C1,4
ruthlessness,C1,4
's,A1,0
sack,B2,3
sacred,B1,2
sacrifice,C1,4
sad,A1,0
sadly,A2,1
sadness,B1,2
safari,B1,2
safe,A2,1
safeguard,B2,3
safely,B1,2
safety,B1,2
sag,B2,3
sage,B2,3
sail,B2,3
sailing,A2,1
sailor,A1,0
saint,B2,3
sake,A2,1
salad,A1,0
salary,B2,3
sale,A1,0
salesman,B1,2
salesmanship,B2,3
salesperson,B2,3
saleswoman,B2,3
salivary,C2,5
salivate,C1,4
salmon,B1,2
salon,B2,3
saloon,C1,4
salsa,B2,3
salt,A2,1
salty,B2,3
salvage,C1,4
salvation,C1,4
salve,C1,4
same,A1,0
sample,A2,1
sanction,B2,3
sanctity,C1,4
sand,B1,2
sandal,B1,2
sandstone,B2,3
sandwich,A1,0
sandwiched,C2,5
sandy,A2,1
sanitary,B2,3
sanitation,B2,3
sap,C1,4
sarcasm,C1,4
sarcastic,C1,4
sarcastically,C1,4
satan,C1,4
satellite,B1,2
satisfaction,B1,2
satisfactory,B2,3
satisfied,B1,2
satisfy,A2,1
saturday,A1,0
sauce,A2,1
saucepan,B1,2
saucer,B1,2
saudi arabia,C2,5
saudi,C2,5
sauna,C1,4
sausage,A2,1
save,A1,0
saving,A2,1
savings,A2,1
saviour,C2,5
saw,B2,3
say,B2,3
saying,B2,3
scale,A2,1
scan,B2,3
scandal,B2,3
scar,B2,3
scarcely,B2,3
scare,B1,2
scared,B1,2
scarf,A2,1
scarlet,B2,3
scary,B1,2
scathing,C1,4
scatter,B1,2
scavenger,C2,5
scenario,C1,4
scene,A2,1
scenery,A2,1
scenic,B1,2
scent,B2,3
sceptical,C1,4
schedule,B2,3
scheduled,B2,3
scheme,B2,3
scholar,B1,2
scholarly,C2,5
scholarship,B1,2
scholasticism,B2,3
school,A1,0
schoolchild,A2,1
schoolgirl,B2,3
schoolmate,B1,2
schoolteacher,B1,2
schoolwork,A2,1
science,A1,0
science fiction,B1,2
scientific,A2,1
scientifically,B2,3
scientist,A1,0
scissors,A2,1
scoff,C1,4
scold,B1,2
scooter,B2,3
scope,B1,2
score,B1,2
scorn,C1,4
scornful,C1,4
scornfully,C1,4
scot,B1,2
scotland,A1,0
scottish,A1,0
scout,C2,5
scramble,C1,4
scrap,C1,4
scratch,B2,3
scream,B1,2
screen,B2,3
screening,C1,4
screenplay,C1,4
screenwriter,C1,4
screw,B2,3
scribble,B2,3
script,A2,1
scroll,C2,5
scrooge,B2,3
scrub,C2,5
scrutinize,C1,4
scrutinise,C1,4
scrutiny,C1,4
scuba,B2,3
sculpture,B1,2
scythe,B2,3
sea,A1,0
seafood,A2,1
seal,B2,3
search,B1,2
seaside,A2,1
season,B1,2
seasonal,B2,3
seat,A1,0
seating,C2,5
seawater,B1,2
seaweed,B1,2
second,B1,2
second person,B2,3
secondary,B2,3
secondary school,B1,2
second-class,A2,1
second-hand,B1,2
secondly,B2,3
secret,B1,2
secretary,A2,1
secretly,B1,2
sect,C2,5
section,A1,0
sector,B2,3
secular,C2,5
secularly,C2,5
secure,C2,5
security,B1,2
sedate,C1,4
sedately,C2,5
sedentary,C1,4
see,A1,0
seed,A2,1
seedling,C1,4
seedy,C2,5
seek,A2,1
seeker,C2,5
seem,A2,1
seemingly,B2,3
seesaw,B2,3
segment,B2,3
seismic,C2,5
seize,B1,2
seizure,C2,5
seldom,B2,3
select,B2,3
selected,C1,4
selection,B1,2
selectivity,C2,5
self,A1,0
self-aggrandisement,C2,5
self-aggrandizement,C2,5
self-confidence,B2,3
self-confident,B2,3
self-conscious,C1,4
self-government,C2,5
selfish,B1,2
selfless,B2,3
self-service,B1,2
self-worth,C1,4
sell,A1,0
sell out,C2,5
seller,B2,3
selling,C2,5
semester,A2,1
semicolon,B2,3
semi-final,B2,3
seminar,B2,3
senate,B1,2
senator,B2,3
send,A2,1
sender,C2,5
senior,A2,1
sensation,B1,2
sensational,C2,5
sense,B2,3
sensible,B2,3
sensitive,B2,3
sensitivity,B2,3
sensor,C2,5
sentence,B2,3
sentient,C1,4
sentiment,C1,4
sentimental,C1,4
sentimentally,C1,4
separate,B2,3
separately,B2,3
separation,B1,2
september,A1,0
sequel,C1,4
sequence,B1,2
sequential,C2,5
serene,B2,3
serenity,C2,5
serial,B2,3
series,B1,2
serious,B1,2
seriously,A2,1
seriousness,C2,5
sermon,C2,5
servant,B2,3
serve,A2,1
server,B1,2
service,B1,2
session,B1,2
set,A2,1
set off,B1,2
set out,B1,2
set up,B1,2
setback,B2,3
settee,C1,4
setting,B1,2
settle,B1,2
settle down,B1,2
settlement,B1,2
settler,B1,2
setup,C2,5
seven,A1,0
seventeen,A1,0
seventh,A2,1
seventy,A1,0
several,A2,1
severe,B1,2
severely,B1,2
sew,A2,1
sex,B1,2
sexism,B2,3
sexual,B2,3
sexuality,C1,4
sexy,B2,3
shabby,B2,3
shade,A2,1
shadow,B1,2
shadowy,B1,2
shaft,C1,4
shag,C1,4
shake,B1,2
shaken,B2,3
shakespearean,B2,3
shaky,B2,3
shall,A2,1
shallow,B1,2
shamble,C2,5
shambles,C1,4
shame,B1,2
shameful,B1,2
shampoo,A2,1
shape,B1,2
share,A2,1
shared,B2,3
shareholder,B2,3
sharing,C2,5
shark,C2,5
sharp,B2,3
sharpen,C1,4
sharply,B2,3
shatter,B2,3
shave,B1,2
she,A1,0
sheaf,C2,5
sheath,C2,5
shed,C1,4
sheep,A1,0
sheer,B1,2
sheet,B1,2
shelf,A1,0
shell,B2,3
shelter,B1,2
sheriff,B1,2
sherry,B2,3
shield,B2,3
shift,B2,3
shimmer,C2,5
shine,A2,1
shiny,B1,2
ship,B1,2
shipping,B2,3
shipwreck,B2,3
shipyard,C2,5
shirt,A1,0
shit,B2,3
shiver,B1,2
shoal,C2,5
shock,B2,3
shocked,B1,2
shocking,B1,2
shoe,A1,0
shoot,A2,1
shooting,B2,3
shop,B1,2
shop assistant,A2,1
shopkeeper,B2,3
shoplift,B2,3
shoplifter,B2,3
shoplifting,B2,3
shopper,B1,2
shopping,A1,0
shore,A2,1
short,A1,0
shorts,A2,1
shortage,B1,2
shortlist,C1,4
shortly,B1,2
shortness,B2,3
short-term,B2,3
shot,A2,1
should,A1,0
shoulder,A1,0
shout,B1,2
shove,C1,4
show,A2,1
show off,C2,5
showbiz,B2,3
showcase,B2,3
shower,B2,3
showy,C1,4
shrimp,B1,2
shrink,B2,3
shrub,C1,4
shrug,B2,3
shuffle,C2,5
shut,B1,2
shut up,C2,5
shy,A1,0
sibling,C1,4
sick,A1,0
sickness,B1,2
side,A1,0
side-effect,C2,5
side-step,C2,5
sidewalk,B1,2
sigh,B2,3
sight,A1,0
sightseeing,A2,1
sign,B1,2
signal,C1,4
signature,B1,2
significance,B1,2
significant,A2,1
significantly,B2,3
signify,B2,3
signing,C2,5
signpost,B1,2
silence,A2,1
silent,B1,2
silently,A2,1
silhouette,C1,4
silk,B1,2
silly,A2,1
silver,A2,1
silverware,B2,3
similar,A2,1
similarity,B1,2
similarly,B1,2
simple,A2,1
simplicity,C1,4
simplification,B2,3
simplify,B1,2
simply,A2,1
simulation,C2,5
simultaneous,B2,3
simultaneously,B1,2
sin,B2,3
since,B2,3
sincere,B2,3
sincerely,C1,4
sincerity,B2,3
sing,A1,0
singe,C2,5
singer,A1,0
singing,A2,1
single,B1,2
singular,A2,1
sink,B1,2
sir,A1,0
sister,A1,0
sister-in-law,B2,3
sit,A1,0
site,A1,0
sitting room,A2,1
situate,C1,4
situation,A2,1
six,A1,0
sixteen,A1,0
sixth,A2,1
sixtieth,A2,1
sixty,A1,0
size,A1,0
skate,B1,2
skateboard,B2,3
skateboarder,B2,3
skateboarding,A2,1
skating,A2,1
skeleton,B1,2
sketch,C1,4
sketchbook,C1,4
skew,C2,5
ski,B1,2
skiing,A2,1
skill,A1,0
skilled,B2,3
skilful,B2,3
skillful,B2,3
skillfully,B2,3
skilfully,B2,3
skim,C2,5
skin,B1,2
skinny,C2,5
skip,B2,3
skirt,A1,0
skull,B2,3
sky,A1,0
skylark,B2,3
skyscraper,B1,2
skyward,B2,3
slab,C2,5
slack,C1,4
slackly,C1,4
slam,B2,3
slander,C2,5
slang,B2,3
slap,B2,3
slash,B2,3
slaughter,B2,3
slave,A2,1
slavery,B1,2
sleep,B1,2
sleepless,A2,1
sleepy,A2,1
sleeve,B1,2
slice,B2,3
slide,B2,3
slight,B2,3
slightly,B1,2
slim,A2,1
slip,B1,2
slipper,C2,5
slippery,B2,3
slither,C2,5
sliver,B2,3
slob,C1,4
slogan,B1,2
slope,B1,2
sloppy,B2,3
slot,B1,2
slow,B1,2
slowly,A2,1
smack,C1,4
small,A1,0
smart,A1,0
smash,B2,3
smattering,C2,5
smell,B1,2
smelly,B2,3
smile,B1,2
smith,A1,0
smoke,A2,1
smoker,B1,2
smokestack,B2,3
smoking,A1,0
smooth,A2,1
smoothly,A2,1
smug,C1,4
smugly,C1,4
snack,A2,1
snail,C1,4
snake,A1,0
snap,B2,3
sneak,B2,3
sneer,B2,3
sneeze,B2,3
sniff,B2,3
snippet,C2,5
snobbery,C2,5
snooker,C2,5
snooze,C1,4
snore,B2,3
snow,A2,1
snowball,B2,3
snowboard,B1,2
snowboarding,A2,1
snowstorm,B1,2
snowy,A1,0
so,A2,1
so far,B1,2
so that,B1,2
soak,B2,3
soaked,B2,3
soaking,B2,3
soap,A2,1
soap opera,B1,2
soar,B2,3
sob,B2,3
sober,C2,5
so-called,B2,3
soccer,A1,0
sociable,B2,3
social,A1,0
social networking,B1,2
socialism,B2,3
socialist,B2,3
socialization,C1,4
socialize,B2,3
socialise,B2,3
socially,B1,2
society,A2,1
sociology,B2,3
sock,A2,1
socket,C1,4
sod,B2,3
soda,A2,1
sofa,A1,0
soft,A2,1
soft drink,A2,1
softly,A2,1
softness,B2,3
software,A2,1
soil,B2,3
solar,B2,3
soldier,A2,1
sole,B1,2
solely,B2,3
solemn,C2,5
solicit,C2,5
solicitor,B1,2
solid,B1,2
solidarity,C1,4
solidity,B2,3
soliloquize,C2,5
soliloquy,C2,5
solipsism,C2,5
solitariness,C2,5
solitary,C2,5
solitude,C2,5
solo,B2,3
solution,A2,1
solve,A1,0
solvent,B2,3
sombre,C1,4
somber,C1,4
somberly,C1,4
sombrely,C1,4
some,A1,0
somebody,A2,1
someday,A2,1
somehow,B1,2
someone,A1,0
someplace,B1,2
somersault,C1,4
something,A1,0
sometime,B1,2
sometimes,B1,2
somewhat,B2,3
somewhere,A2,1
son,A1,0
song,A1,0
son-in-law,B2,3
sonnet,B2,3
soon,A1,0
soothe,B1,2
sophisticated,B2,3
sophomore,B1,2
sore,B1,2
sorrow,B1,2
sorry,A1,0
sort,B2,3
so-so,C2,5
soul,B1,2
sound,B2,3
soundtrack,B2,3
soup,A1,0
sour,B1,2
source,A2,1
south,A2,1
southeast,B1,2
southern,B1,2
southward,B2,3
southwest,B1,2
souvenir,B1,2
sovereign,C1,4
sovereignty,C1,4
soviet,B2,3
sow,C2,5
soya,C2,5
soybean,B2,3
spa,B2,3
space,A2,1
spaceship,A2,1
spacious,C1,4
spaghetti,A2,1
spain,A2,1
span,B2,3
spanish,A2,1
spare,B2,3
sparerib,B2,3
spark,B2,3
sparkle,B1,2
sparkling,B2,3
sparrow,B2,3
spartan,C1,4
spatial,C2,5
spatially,C2,5
speak,A1,0
speak out,C2,5
speaker,A2,1
speaking,C2,5
special,A1,0
specialisation,C2,5
specialise,B1,2
specialised,C2,5
specialist,B1,2
specialize,B1,2
specially,B1,2
specialty,B2,3
species,B2,3
specific,A2,1
specifically,B2,3
specification,C1,4
specificity,C2,5
specified,B2,3
specify,B2,3
specimen,C1,4
speck,C2,5
spectacle,B2,3
spectacular,B1,2
spectator,B1,2
spectrum,B2,3
speculate,C1,4
speculation,C1,4
speculative,C1,4
speech,A1,0
speed,B1,2
speeder,B2,3
speedy,C2,5
spell,A2,1
spellbound,B2,3
spelling,B1,2
spend,A1,0
spending,B2,3
sperm,C2,5
sphere,B1,2
spice,B1,2
spicy,B1,2
spider,B1,2
spill,A2,1
spin,B2,3
spinach,B1,2
spiral,B1,2
spire,C2,5
spirit,B1,2
spirits,C2,5
spiritual,B1,2
spit,C1,4
spite,B2,3
splash,B2,3
splatter,C1,4
splendid,B1,2
splinter,C2,5
split,B2,3
spoil,B1,2
spokesman,B2,3
spokeswoman,B2,3
sponge,B1,2
sponsor,B2,3
sponsorship,C1,4
spontaneity,C2,5
spontaneous,C1,4
spontaneously,C1,4
spoon,A2,1
sport,A1,0
sporting,C2,5
sports,B1,2
sports center,A2,1
sports centre,A2,1
sportsmanship,B1,2
sporty,C2,5
spot,B2,3
spouse,B2,3
sprain,C2,5
sprawl,C1,4
spray,B2,3
spread,B2,3
spreadsheet,B2,3
spring,A1,0
sprinkle,C1,4
sprint,B2,3
sprout,C1,4
spur,B2,3
spurious,C2,5
spuriously,C2,5
spy,A1,0
squad,B2,3
squander,C1,4
square,A2,1
squash,B2,3
squeeze,B2,3
squint,C2,5
squirm,C2,5
squirmy,C2,5
sri lanka,C1,4
stab,B2,3
stability,B2,3
stabilize,C2,5
stabilise,C2,5
stable,B1,2
staccato,C1,4
stack,B2,3
stadium,A2,1
staff,A2,1
stage,A1,0
stagger,C1,4
staggering,C1,4
stain,B2,3
stair,A2,1
staircase,C1,4
stairs,C1,4
stake,B2,3
stakeholder,C1,4
stall,B1,2
stamina,C1,4
stammer,B2,3
stamp,B2,3
stance,B2,3
stand,A2,1
stand for,B2,3
stand out,C2,5
stand up,A1,0
standard,B2,3
standby,B2,3
standing,C2,5
standpoint,C1,4
standstill,B2,3
stanza,B2,3
staple,C1,4
star,B1,2
stare,B1,2
start,A1,0
starter,C1,4
startle,B2,3
startling,C1,4
startlingly,C1,4
starvation,B2,3
starve,B2,3
starving,B2,3
state,B2,3
stately,C1,4
statement,A2,1
statesman,B2,3
statewide,B2,3
static,C1,4
station,A1,0
statistical,B2,3
statistics,B2,3
statue,A2,1
status,B1,2
statute,B2,3
statutory,C1,4
stay,B1,2
steadily,B1,2
steady,B1,2
steak,A2,1
steal,A2,1
steam,B1,2
steel,B1,2
steely,B2,3
steep,B1,2
steer,B2,3
steering wheel,B2,3
steering,C1,4
stem,B1,2
step,A2,1
stepchild,C2,5
stepdaughter,C2,5
stepfather,B2,3
stepmother,B2,3
stepson,C2,5
stereotype,B2,3
sterility,C2,5
stern,B2,3
stew,B2,3
stick,B2,3
sticker,B1,2
sticky,B1,2
stiff,B2,3
stiffen,C1,4
stigma,C2,5
still,A2,1
stimulant,B2,3
stimulate,B2,3
stimulation,B2,3
stimuli,C1,4
stimulus,B2,3
stingy,B2,3
stink,B2,3
stipulate,C2,5
stipulation,C2,5
stir,B1,2
stitch,B2,3
stock,C1,4
stock exchange,C2,5
stock market,B2,3
stockpile,B2,3
stoicism,C2,5
stoke,C1,4
stomach,A2,1
stomachache,A2,1
stone,A1,0
stonework,B2,3
stool,B2,3
stop,A1,0
stopover,B2,3
stopwatch,B2,3
storage,B1,2
store,B2,3
storey,B1,2
storm,A2,1
stormy,B1,2
story,A1,0
storyteller,B1,2
stove,A2,1
straddle,C2,5
straight,A2,1
straighten,B2,3
straightforward,B2,3
strain,B2,3
strait,C2,5
strand,B2,3
strange,A1,0
strangely,B1,2
stranger,A2,1
strangle,B2,3
strap,C1,4
strapping,C1,4
strategic,B1,2
strategy,A2,1
stratosphere,C2,5
straw,B1,2
strawberry,B1,2
stray,C1,4
stream,B1,2
street,A1,0
strength,A2,1
strengthen,B1,2
stress,B2,3
stressed,B1,2
stressful,B1,2
stressfully,C1,4
stretch,B1,2
stretching,C1,4
stricken,B1,2
strict,A1,0
strictly,B2,3
stride,B2,3
strike,B1,2
striker,B2,3
striking,B2,3
string,A2,1
stringent,C2,5
stringently,C2,5
strip,B2,3
stripe,B1,2
strive,B2,3
stroke,B2,3
stroll,C1,4
strong,A1,0
stronghold,C2,5
strongly,A2,1
structural,C1,4
structurally,C1,4
structure,A2,1
structured,C2,5
struggle,B2,3
stubborn,B1,2
stubbornly,B2,3
stuck,B1,2
student,A1,0
studio,B1,2
study,A2,1
stuff,B2,3
stuffed,B1,2
stuffily,C1,4
stuffiness,C1,4
stuffy,C1,4
stultify,C2,5
stultifyingly,C2,5
stumble,B1,2
stun,B1,2
stunning,B1,2
stupid,B1,2
stupidity,C2,5
style,A2,1
stylish,B1,2
stylist,B2,3
stylistic,C1,4
stylistically,C1,4
subconscious,B1,2
subcontinent,B2,3
subculture,B2,3
subdivision,B2,3
subdue,C2,5
subject,A1,0
subjective,C1,4
subjunctive,B2,3
submarine,B1,2
submission,B2,3
submit,B2,3
subordinate,C1,4
subplot,B2,3
subscribe,C2,5
subscriber,C2,5
subscription,C2,5
subsequent,B1,2
subsequently,B1,2
subside,B2,3
subsidiary,C1,4
subsidize,C2,5
subsidy,C2,5
subsist,C2,5
subsistence,C2,5
substance,B2,3
substantial,B1,2
substantially,C1,4
substantiate,C2,5
substitute,B2,3
substitution,C2,5
subtitle,B2,3
subtle,B2,3
subtly,C1,4
subtract,B2,3
suburb,B2,3
suburban,C1,4
suburbia,C1,4
subway,A1,0
succeed,C2,5
success,A2,1
successful,A1,0
successfully,A2,1
succession,C1,4
successive,B2,3
successor,B2,3
succulent,C1,4
succulently,C1,4
succumb,C2,5
such,A2,1
suck,B2,3
sudan,C1,4
sudden,A2,1
suddenly,B1,2
suds,C1,4
sue,B2,3
suffer,B1,2
sufferer,C2,5
suffering,B2,3
suffice,C1,4
sufficient,B1,2
sufficiently,B2,3
suffix,B1,2
suffuse,C2,5
sugar,A1,0
suggest,A2,1
suggestion,A1,0
suicide,B1,2
suit,A2,1
suitable,A2,1
suitably,B2,3
suitcase,A2,1
suite,B2,3
suitor,C1,4
sulfur,C2,5
sulphur,C2,5
sulphuric,C2,5
sum,A1,0
summarily,C2,5
summarise,C1,4
summarize,C1,4
summary,A2,1
summer,A1,0
summertime,B1,2
summit,B1,2
summons,C2,5
sun,A1,0
sunbathe,B1,2
sunbeam,B2,3
sunday,A1,0
sundial,B1,2
sunflower,A2,1
sunglasses,A2,1
sunlight,A2,1
sunny,A1,0
sunrise,B1,2
sunset,B1,2
sunshine,A1,0
super,A1,0
superb,B2,3
superficial,C1,4
superficially,C1,4
superfluous,C2,5
superfluously,C2,5
superintendent,B2,3
superior,B1,2
superiority,C2,5
superlative,A2,1
supermarket,A1,0
supernatural,B2,3
superstar,A2,1
superstition,B1,2
supervise,B2,3
supervision,B2,3
supervisor,B2,3
supper,A2,1
supple,C1,4
supplement,B2,3
supplier,B2,3
supply,B2,3
support,B1,2
supporter,B1,2
supportive,B1,2
suppose,B1,2
supposed,B1,2
supposedly,B1,2
suppress,B2,3
supreme,B1,2
surcharge,C2,5
sure,A2,1
surely,B1,2
surf,A2,1
surface,B1,2
surfing,A2,1
surge,C2,5
surgeon,B1,2
surgery,B1,2
surname,A2,1
surpass,C2,5
surplus,B2,3
surprise,B1,2
surprised,A2,1
surprising,A2,1
surprisingly,B1,2
surrealism,C2,5
surrealist,C2,5
surrender,B2,3
surreptitious,C2,5
surreptitiously,C2,5
surround,B1,2
surrounding,B1,2
surroundings,B2,3
surveillance,B2,3
survey,A1,0
survival,B1,2
survive,A2,1
survivor,B1,2
susceptible,C2,5
suspect,B2,3
suspend,B2,3
suspension,C1,4
suspicion,B1,2
suspicious,B2,3
suspiciously,B2,3
sustain,B2,3
sustainability,C2,5
sustainable,C1,4
sustainably,C1,4
swallow,A2,1
swamp,C1,4
swan,B2,3
swap,C1,4
swarm,B1,2
swear,B1,2
sweat,B1,2
sweater,A2,1
sweatshirt,B1,2
sweaty,C2,5
swede,C2,5
sweden,B1,2
swedish,C2,5
sweep,B2,3
sweet,A2,1
sweetcorn,C2,5
sweetheart,A2,1
sweetness,C2,5
swell,B1,2
swift,B2,3
swim,A1,0
swimmer,B1,2
swimming,A1,0
swimming costume,A2,1
swimming pool,A1,0
swimsuit,A2,1
swing,B2,3
swiss,C2,5
switch,B1,2
switch off,B1,2
switch on,B1,2
switzerland,B1,2
swivel,C2,5
swollen,B1,2
sword,B1,2
syllabic,C2,5
syllable,B2,3
symbol,A2,1
symbolic,B2,3
symbolise,C2,5
sympathetic,B2,3
sympathize,B2,3
sympathise,B2,3
sympathy,B1,2
symphony,A2,1
symptom,B1,2
symptomatic,C1,4
syndrome,B1,2
synonym,B2,3
synopsis,C1,4
synthesis,C2,5
synthetic,C1,4
synthetically,C1,4
syria,C1,4
system,A2,1
systematic,B2,3
systematically,C2,5
tab,C2,5
table,A1,0
table tennis,A2,1
tablecloth,B2,3
tablespoon,A2,1
tablet,B1,2
tabloid,B2,3
taboo,C2,5
tacit,C2,5
tacitly,C2,5
taciturn,C2,5
taciturnity,C2,5
tack,B2,3
tackle,B2,3
tact,C1,4
tactful,C1,4
tactfully,C1,4
tactic,C2,5
tactical,C2,5
tactically,C2,5
tactile,C2,5
tag,B2,3
tail,B2,3
tailor,C1,4
tailored,B2,3
taiwan,B1,2
take,B1,2
take after,C2,5
take away,C2,5
take care,C2,5
take off,B1,2
take on,C2,5
take out,C2,5
take over,C2,5
take part,C2,5
take up,C2,5
takeaway,B1,2
takeoff,B1,2
take-off,B1,2
tale,B1,2
talent,A2,1
talented,B1,2
talk,B1,2
talkative,C1,4
tall,A1,0
tame,B2,3
tan,B2,3
tangible,C2,5
tangle,C1,4
tangled,C1,4
tank,B1,2
tanned,B2,3
tantalize,C2,5
tantalise,C2,5
tantalizingly,C2,5
tantalisingly,C2,5
tantamount,C2,5
tantrum,C1,4
tap,B2,3
tape,B1,2
target,A2,1
task,A2,1
taste,B1,2
tastebud,C1,4
tasteless,B1,2
taste-maker,C2,5
tasty,B1,2
tatter,B2,3
tattoo,B2,3
taunt,B2,3
taut,C1,4
tautly,C1,4
tax,B1,2
taxation,B1,2
taxi,A1,0
taxpayer,B2,3
tea,A1,0
teach,A1,0
teacher,A1,0
teaching,B1,2
team,A1,0
teammate,B1,2
teamwork,B1,2
teapot,C1,4
tear,B1,2
tease,B2,3
teaspoon,B2,3
technical,B2,3
technically,B2,3
technician,C1,4
technique,B1,2
technological,B1,2
technology,A1,0
teddy,C2,5
tedious,C1,4
tediously,C1,4
tedium,C2,5
teem,C2,5
teen,B1,2
teenage,A2,1
teenager,A2,1
telecommunications,B1,2
telegram,B1,2
telephone,A2,1
telescope,B2,3
telescopic,C2,5
telescopically,C2,5
television,A1,0
tell,A1,0
tell off,C2,5
teller,B1,2
telltale,C1,4
telly,C1,4
temper,C2,5
temperament,C1,4
temperamental,C1,4
temperamentally,C1,4
temperate,B2,3
temperature,A2,1
template,C1,4
temple,A1,0
temporal,C2,5
temporarily,B2,3
temporary,B1,2
tempt,B1,2
temptation,B2,3
ten,A1,0
tenacious,C2,5
tenaciously,C2,5
tenacity,C2,5
tenant,B2,3
tend,B1,2
tendency,B1,2
tender,B2,3
tenderly,B2,3
tenderness,B2,3
tenner,B2,3
tennis,A1,0
tense,B1,2
tension,B1,2
tent,B1,2
tenth,A2,1
term,B1,2
terminal,B1,2
terminate,C1,4
termination,C2,5
terminology,C2,5
terrace,B2,3
terrain,C1,4
terrestrial,C2,5
terrible,A1,0
terribly,B1,2
terrific,B1,2
terrified,B1,2
terrify,A2,1
terrifying,B2,3
territorial,C1,4
territory,B2,3
terror,B1,2
terrorism,B1,2
terrorist,B1,2
test,B2,3
testament,C1,4
testify,B2,3
testimonial,C2,5
testimony,B2,3
testing,C1,4
tetchy,C2,5
text,A2,1
text message,A2,1
textbook,A2,1
texture,C1,4
thai,C1,4
thailand,B2,3
than,A1,0
thank,A1,0
thankful,B1,2
thanks,A1,0
that,B2,3
the,A1,0
theater,A1,0
theatre,A2,1
theatrical,C2,5
theft,B1,2
their,A1,0
theirs,A2,1
them,A1,0
thematic,C2,5
theme,B2,3
themselves,A2,1
then,A1,0
thence,C2,5
theologian,C2,5
theological,C2,5
theology,C1,4
theoretical,B1,2
theoretically,C2,5
theorist,B2,3
theory,B1,2
therapeutic,C2,5
therapist,B2,3
therapy,B2,3
there,A1,0
thereafter,B2,3
thereby,C1,4
therefore,A2,1
thermal,C2,5
thermometer,B2,3
these,A1,0
thesis,B2,3
they,A1,0
thick,A1,0
thicket,C2,5
thickly,B2,3
thickness,B2,3
thief,A2,1
thigh,B2,3
thin,A1,0
thing,A1,0
think,A1,0
think about,A2,1
think of,C2,5
thinker,B2,3
thinking,A2,1
third,A2,1
third person,B2,3
thirdly,B2,3
thirst,B2,3
thirsty,A2,1
thirteen,A1,0
thirtieth,A2,1
thirty,A1,0
this,A1,0
thorn,C1,4
thorough,B1,2
thoroughly,B2,3
those,A1,0
though,B2,3
thought,A2,1
thoughtful,B2,3
thoughtless,B2,3
thousand,A2,1
thread,B2,3
threat,B1,2
threaten,B2,3
threatening,B1,2
three,A1,0
threshold,C1,4
thrill,B2,3
thrilled,B2,3
thriller,B1,2
thrilling,B2,3
thrive,C1,4
throat,B2,3
throne,C1,4
through,B1,2
throughout,B1,2
throw,A2,1
throw away,C2,5
thumb,B1,2
thump,B1,2
thunder,B1,2
thunderous,B1,2
thunderstorm,A2,1
thursday,A1,0
thus,B1,2
tick,B1,2
ticket,A1,0
tickle,B2,3
tide,B1,2
tidy,A2,1
tie,B1,2
tiger,A1,0
tight,B2,3
tighten,B1,2
tightly,B1,2
tightrope,B2,3
tights,A2,1
tile,B1,2
till,C1,4
timber,B1,2
time,B2,3
timeless,B2,3
timeliness,B2,3
timely,B1,2
times,B2,3
timetable,A2,1
timid,C1,4
timidity,C2,5
timing,B2,3
tin,B1,2
tinker,C1,4
tint,C2,5
tiny,B1,2
tip,B2,3
tiptoe,B2,3
tire,B1,2
tired,A1,0
tiredness,B2,3
tiresome,B2,3
tiring,B1,2
tissue,B1,2
title,A2,1
tits,C2,5
to,A1,0
toast,A2,1
tobacco,B1,2
today,A1,0
toe,A2,1
toenail,B2,3
together,A1,0
toil,B2,3
toilet,A1,0
token,C1,4
tolerance,C1,4
tolerant,B2,3
tolerate,B2,3
toll,B2,3
tomato,A1,0
tomb,C1,4
tomorrow,A1,0
ton,B2,3
tone,C1,4
tongue,B1,2
tonight,A2,1
tonne,B1,2
too,A1,0
tool,A1,0
tooth,A1,0
toothache,A2,1
toothbrush,A2,1
toothpaste,B1,2
top,B1,2
topic,A1,0
topographical,C2,5
topographically,C2,5
topography,C2,5
topple,C2,5
torch,B2,3
torment,C1,4
tornado,B1,2
torrential,C2,5
tortoiseshell,B2,3
torture,B2,3
torturous,C1,4
toss,B1,2
total,B1,2
totalitarian,C2,5
totally,B1,2
totemic,C2,5
totter,C2,5
touch,B1,2
touching,C2,5
tough,B2,3
toughness,C1,4
tour,B1,2
tour guide,A2,1
tourism,B1,2
tourist,A2,1
tournament,B1,2
toward,A1,0
towards,A1,0
towel,A1,0
tower,A1,0
town,A1,0
toxic,B2,3
toy,A1,0
trace,B2,3
track,B2,3
tracksuit,B1,2
tract,C1,4
trade,B2,3
trade union,A2,1
trader,B2,3
trading,B2,3
tradition,A2,1
traditional,A2,1
traditionally,B1,2
traffic,A2,1
traffic jam,B1,2
traffic light,A2,1
traffic lights,B1,2
trafficking,C2,5
tragedy,B1,2
tragic,B1,2
trail,B2,3
trailer,B2,3
train,A2,1
trained,C1,4
trainee,B2,3
trainer,B2,3
trainers,B1,2
training,A2,1
trait,B2,3
traitor,B2,3
trajectory,C2,5
tram,A2,1
tramp,B2,3
trample,B2,3
trampoline,C1,4
tranquil,C1,4
tranquility,C1,4
